ok,ng,ok2
-0.735842659,-1.258053577,12.82807731
-0.569684639,-1.644625297,12.48558834
-0.2204137,-1.854866056,11.8989488
0.417090539,-1.898948796,11.14954222
1.149542218,-1.776873516,10.24415056
1.905730756,-1.688708037,9.294676161
2.770430654,-1.424211597,8.229908444
3.658867413,-0.915564598,7.097321126
4.510003391,-0.12207528,5.859613428
5.19159037,0.769752458,4.557477111
5.730756189,1.553068837,3.272295693
6.130891828,2.434723635,2.068497796
6.544591387,3.268904713,0.922346558
6.765005086,3.784333672,-0.16276704
6.819260766,3.991183452,-1.156324178
6.792132926,3.991183452,-2.007460156
6.625974907,3.763987792,-2.858596134
6.300440827,3.292641573,-3.689386233
5.812139708,2.587317735,-4.238724992
5.24923703,1.583587657,-4.601559851
4.645642591,0.461173279,-4.75415395
4.126822652,-0.664632079,-4.720244151
3.747032893,-1.787046456,-4.526958291
3.455408613,-2.889114954,-4.055612072
3.279077653,-3.831807392,-3.394370973
3.184130214,-4.496439471,-2.604272635
3.207867074,-5.06612411,-1.658189217
3.241776874,-5.388267209,-0.593421499
3.428280773,-5.378094269,0.766361478
3.574092913,-5.07290607,2.095625636
3.770769752,-4.574432011,3.530010173
3.991183452,-4.059003052,4.98134961
4.252288911,-3.489318413,6.334350627
4.408273991,-2.933197694,7.694133605
4.350627331,-2.390640895,8.819938962
4.143777552,-2.007460156,9.78297728
3.882672092,-1.820956256,10.5934215
3.455408613,-1.651407257,11.3055273
2.926415734,-1.570023737,11.79382842
2.200746016,-1.742963717,12.02780604
1.492031197,-1.976941336,12.10918956
0.722278739,-2.295693455,11.99050526
-0.14581214,-2.543234995,11.64801628
-0.959647338,-2.746693795,11.09189556
-1.668362157,-2.895896914,10.41030858
-2.312648355,-2.987453374,9.718548661
-2.838250254,-2.872160054,8.884367582
-3.221430994,-2.597490675,7.924720244
-3.506273313,-2.295693455,6.832824686
-3.841980332,-1.824347236,5.652763649
-3.828416412,-1.132587318,4.476093591
-3.635130553,-0.383180739,3.163784334
-3.170566294,0.295015259,1.804001356
-2.536453035,0.810444218,0.498474059
-1.712444897,1.169888098,-0.722278739
-0.776534418,1.369955917,-1.983723296
0.15937606,1.380128857,-3.184130214
1.013903018,1.139369278,-4.292980671
1.705662937,0.705323839,-5.21193625
2.380467955,0.16615802,-5.879959308
3.011190234,-0.383180739,-6.364869447
3.516446253,-1.024075958,-6.619192947
3.855544252,-1.868429976,-6.625974907
4.086130892,-2.522889115,-6.324177687
4.354018311,-3.136656494,-5.879959308
4.387928111,-3.648694473,-5.252628009
4.191251272,-4.011529332,-4.506612411
3.869108172,-4.228552052,-3.567310953
3.546965073,-4.103085792,-2.512716175
3.194303154,-3.845371312,-1.414038657
2.722956935,-3.530010173,-0.278060359
2.136317396,-3.194303154,0.932519498
1.549677857,-2.712783995,2.136317396
0.993557138,-2.139708376,3.123092574
0.474737199,-1.712444897,3.875890132
-0.06442862,-1.369955917,4.516785351
-0.559511699,-1.105459478,5.04577823
-1.081722618,-0.942692438,5.337402509
-1.624279417,-1.000339098,5.449304849
-2.010851136,-1.308918277,5.306883689
-2.312648355,-1.776873516,5.06612411
-2.566971855,-2.180400136,4.577822991
-2.634791455,-2.519498135,3.879281112
-2.533062055,-2.933197694,3.051881994
-2.221091896,-3.377416073,2.217700916
-1.783655476,-3.713123093,1.390301797
-1.312309257,-3.858935232,0.484910139
-0.807053238,-3.906408952,-0.495083079
-0.23397762,-3.811461512,-1.369955917
0.505256019,-3.526619193,-2.265174635
1.264835537,-3.007799254,-3.011190234
2.000678196,-2.302475415,-3.672431333
2.783994574,-1.522550017,-4.164123432
3.638521533,-0.668023059,-4.428619871
4.533740251,0.16615802,-4.435401831
5.286537809,0.851135978,-4.479484571
5.985079688,1.471685317,-4.384537131
6.714140387,1.837911156,-4.072566972
7.371990505,2.092234656,-3.641912513
7.870464564,2.248219736,-3.109528654
8.134961004,2.139708376,-2.539844015
8.182434724,1.919294676,-1.868429976
8.236690404,1.505595117,-1.186842998
8.223126484,1.041030858,-0.454391319
7.975584944,0.528992879,0.16276704
7.511020685,-0.0169549,0.634113259
7.043065446,-0.545947779,1.013903018
6.476771787,-0.837572058,1.407256697
5.886741268,-0.990166158,1.627670397
5.18480841,-1.108850458,1.742963717
4.347236351,-1.142760258,1.780264496
3.591047813,-1.020684978,1.749745677
2.861987114,-0.674805019,1.620888437
2.173618176,-0.257714479,1.251271617
1.464903357,0.14920312,0.810444218
0.851135978,0.474737199,0.250932519
0.400135639,0.756188538,-0.434045439
-0.01017294,1.037639878,-1.258053577
-0.427263479,1.098677518,-2.166836216
-0.610376399,1.041030858,-3.123092574
-0.613767379,0.786707358,-4.092912852
-0.498474059,0.498474059,-5.12716175
-0.274669379,0.12546626,-6.124109868
0.1017294,-0.362834859,-7.015937606
0.695150899,-0.807053238,-7.768735164
1.376737877,-1.386910817,-8.287555103
1.963377416,-1.956595456,-8.636826043
2.550016955,-2.468633435,-8.809766022
3.241776874,-2.760257714,-8.691081723
3.967446592,-2.889114954,-8.331637843
4.642251611,-2.834859274,-7.683960665
5.16446253,-2.655137335,-6.927772126
5.645981689,-2.377076975,-5.856222448
6.168192608,-1.722617837,-4.560868091
6.659884707,-0.993557138,-3.272295693
6.842997626,-0.427263479,-1.909121736
6.839606646,0.0339098,-0.518819939
6.792132926,0.393353679,0.861308918
6.646320787,0.749406579,2.210918956
6.181756528,1.061376738,3.401152933
5.473041709,1.247880638,4.442183791
4.662597491,1.325873177,5.405222109
3.797897592,1.430993557,6.314004747
2.746693795,1.539504917,6.988809766
1.570023737,1.458121397,7.446592065
0.383180739,1.258053577,7.765344184
-0.542556799,1.146151238,7.975584944
-1.369955917,1.227534758,7.945066124
-2.234655816,1.366564937,7.758562224
-3.028145134,1.559850797,7.378772465
-3.560528993,1.729399797,6.893862326
-3.757205832,1.939640556,6.361478467
-3.747032893,2.163445236,5.584944049
-3.502882333,2.431332655,4.621905731
-2.990844354,2.597490675,3.597829773
-2.149881316,2.828077314,2.461851475
-1.237707698,2.878942014,1.207188878
-0.288233299,2.855205154,-0.13224822
0.718887759,2.594099695,-1.502204137
1.861648016,2.258392675,-2.933197694
3.034927094,1.915903696,-4.364191251
3.994574432,1.471685317,-5.761275008
4.727026111,0.976602238,-7.002373686
5.347575449,0.393353679,-8.029840624
5.927433028,-0.250932519,-8.704645643
6.151237708,-0.885045778,-9.101390302
6.195320448,-1.481858257,-9.209901662
6.232621228,-2.014242116,-8.880976602
6.236012208,-2.526280095,-8.148524924
6.046117328,-2.709393015,-7.188877586
5.557816209,-2.875551034,-6.005425568
4.93048491,-2.773821634,-4.672770431
4.387928111,-2.495761275,-3.170566294
3.974228552,-1.990505256,-1.556459817
3.441844693,-1.525940997,-0.02712784
2.770430654,-1.010512038,1.397083757
2.299084435,-0.586639539,2.756866734
2.051542896,-0.0169549,4.038657172
1.766700576,0.579857579,5.08307901
1.478467277,1.139369278,5.896914208
1.169888098,1.648016277,6.551373347
1.000339098,2.105798576,6.985418786
0.902000678,2.492370295,7.344862665
0.807053238,2.726347915,7.433028145
0.644286199,2.685656155,7.358426585
0.539165819,2.468633435,7.154967786
0.579857579,2.082061716,6.748050187
0.579857579,1.685317057,6.090200068
0.556120719,1.119023398,5.18480841
0.518819939,0.484910139,4.255679891
0.545947779,-0.0847745,3.296032553
0.559511699,-0.566293659,2.231264836
0.617158359,-0.959647338,1.166497118
0.742624619,-1.369955917,0.01356392
0.756188538,-1.661580197,-1.074940658
0.756188538,-1.800610376,-2.139708376
0.837572058,-1.888775856,-3.173957274
0.868090878,-1.831129196,-4.062394032
0.739233639,-1.573414717,-4.77110885
0.495083079,-1.213970838,-5.269582909
0.17293998,-0.793489318,-5.659545609
-0.23058664,-0.308579179,-6.005425568
-0.657850119,0.16276704,-6.039335368
-1.376737877,0.627331299,-5.774838928
-2.187182096,1.044421838,-5.306883689
-2.872160054,1.356391997,-4.601559851
-3.509664293,1.529331977,-3.614784673
-4.120040692,1.671753137,-2.468633435
-4.80840963,1.736181757,-1.146151238
-5.388267209,1.559850797,0.09494744
-5.801966768,1.186842998,1.291963377
-6.022380468,0.776534418,2.349949135
-6.174974568,0.335707019,3.374025093
-6.320786707,-0.1356392,4.214988132
-6.283485927,-0.749406579,4.83553747
-5.937605968,-1.441166497,5.340793489
-5.405222109,-1.973550356,5.669718549
-4.96439471,-2.299084435,5.866395388
-4.594777891,-2.512716175,5.761275008
-4.126822652,-2.756866734,5.462868769
-3.526619193,-2.767039674,5.06612411
-2.950152594,-2.638182435,4.554086131
-2.617836555,-2.556798915,3.869108172
-2.434723635,-2.451678535,3.153611394
-2.119362496,-2.448287555,2.431332655
-1.736181757,-2.275347575,1.766700576
-1.824347236,-1.959986436,1.057985758
-2.214309936,-1.664971177,0.24754154
-2.566971855,-1.346219057,-0.603594439
-2.841641234,-0.969820278,-1.359782977
-3.119701594,-0.549338759,-2.051542896
-3.696168193,-0.21363174,-2.675483215
-4.370973211,-0.00339098,-3.197694134
-4.89318413,0.19667684,-3.560528993
-5.10681587,0.417090539,-3.838589352
-5.23567311,0.586639539,-4.092912852
-5.489996609,0.729060699,-4.201424212
-5.652763649,0.864699898,-4.089521872
-5.534079349,1.061376738,-3.696168193
-5.364530349,1.315700237,-3.160393354
-5.23567311,1.451339437,-2.519498135
-5.07968803,1.420820617,-1.851475076
-4.76432689,1.322482197,-1.013903018
-4.198033232,1.230925738,-0.11190234
-3.604611733,0.973211258,0.837572058
-3.082400814,0.552729739,1.759918616
-2.485588335,0.09833842,2.848423194
-1.654798237,-0.349270939,3.930145812
-0.803662258,-0.773143438,4.86266531
-0.23058664,-1.224143778,5.734147169
0.24415056,-1.681926077,6.371651407
0.586639539,-2.078670736,6.829433706
0.796880298,-2.339776195,7.015937606
0.783316378,-2.573753815,6.866734486
0.620549339,-2.756866734,6.368260427
0.345879959,-2.875551034,5.642590709
-0.01017294,-2.794167514,4.682943371
-0.542556799,-2.634791455,3.452017633
-1.298745337,-2.282129535,2.000678196
-2.027806036,-1.871820956,0.474737199
-2.763648694,-1.403865717,-1.203797898
-3.597829773,-0.868090878,-2.848423194
-4.428619871,-0.288233299,-4.499830451
-5.03899627,0.356052899,-6.035944388
-5.425567989,1.088504578,-7.412682265
-5.707019329,1.807392336,-8.606307223
-5.842658528,2.482197355,-9.654120041
-5.788402848,2.990844354,-10.59003052
-5.432349949,3.533401153,-11.31570024
-4.85588335,4.042048152,-11.74296372
-4.225161072,4.286198711,-11.9159037
-3.533401153,4.394710071,-11.73279078
-2.651746355,4.330281451,-11.21057986
-1.546286877,4.116649712,-10.41030858
-0.552729739,3.777551712,-9.372668701
0.257714479,3.292641573,-8.206171584
1.000339098,2.804340454,-6.809087826
1.841302136,2.377076975,-5.20854527
2.553407935,2.054933876,-3.523228213
2.960325534,1.664971177,-1.749745677
3.099355714,1.227534758,-0.11190234
3.079009834,0.783316378,1.468294337
2.939979654,0.478128179,2.990844354
2.590708715,0.23397762,4.279416751
2.007460156,0.03051882,5.418786029
1.336046117,-0.00339098,6.351305527
0.773143438,0.08816548,7.046456426
0.1356392,0.389962699,7.602577145
-0.634113259,0.729060699,7.894201424
-1.342828077,1.112241438,7.853509664
-1.861648016,1.556459817,7.541539505
-2.177009156,2.105798576,6.992200746
-2.505934215,2.597490675,6.093591048
-2.689047135,3.065445914,4.82875551
-2.692438115,3.567310953,3.363852153
-2.458460495,4.038657172,1.712444897
-2.271956595,4.404883011,0.02373686
-2.058324856,4.672770431,-1.770091556
-1.814174296,4.85249237,-3.540183113
-1.603933537,4.94065785,-5.13394371
-1.495422177,4.99152255,-6.622583927
-1.549677857,4.91692099,-8.063750424
-1.614106477,4.713462191,-9.362495761
-1.661580197,4.455747711,-10.339098
-1.726008817,4.299762631,-11.0851136
-1.875211936,4.191251272,-11.51915904
-2.078670736,4.089521872,-11.6785351
-2.319430315,4.021702272,-11.59715158
-2.485588335,4.038657172,-11.17327908
-2.709393015,4.150559512,-10.52221092
-3.028145134,4.292980671,-9.528653781
-3.346897253,4.469311631,-8.399457443
-3.533401153,4.649033571,-6.985418786
-3.641912513,4.88640217,-5.425567989
-3.814852492,4.94404883,-3.858935232
-4.008138352,4.76432689,-2.278738555
-4.045439132,4.482875551,-0.722278739
-3.953882672,4.187860292,0.908782638
-3.838589352,3.787724652,2.492370295
-3.767378772,3.350288233,3.930145812
-3.553747033,2.892505934,5.22550017
-3.201085114,2.458460495,6.286876907
-2.831468294,1.997287216,7.209223466
-2.644964395,1.451339437,7.765344184
-2.400813835,0.871481858,7.992539844
-1.912512716,0.311970159,7.992539844
-1.285181417,-0.1356392,7.731434385
-0.776534418,-0.495083079,7.141403866
-0.335707019,-0.820617158,6.276703967
0.14242116,-0.993557138,5.300101729
0.739233639,-1.112241438,4.096303832
1.163106138,-1.176670058,2.824686334
1.522550017,-1.108850458,1.424211597
1.807392336,-0.969820278,-0.169549
2.156663276,-0.640895219,-1.709053917
2.472024415,-0.261105459,-3.055272974
2.492370295,0.0339098,-4.340454391
2.295693455,0.17633096,-5.473041709
1.963377416,0.257714479,-6.381824347
1.566632757,0.345879959,-6.965072906
1.034248898,0.20684978,-7.246524246
0.298406239,-0.06442862,-7.293997965
-0.569684639,-0.288233299,-6.988809766
-1.430993557,-0.525601899,-6.425907087
-2.207527976,-0.705323839,-5.557816209
-3.051881994,-0.847744998,-4.533740251
-3.858935232,-0.929128518,-3.343506273
-4.520176331,-0.956256358,-1.973550356
-4.90674805,-0.868090878,-0.403526619
-5.08646999,-0.810444218,1.207188878
-5.16446253,-0.810444218,2.797558494
-5.14750763,-0.739233639,4.347236351
-4.94404883,-0.542556799,5.825703628
-4.479484571,-0.369616819,7.168531706
-3.899626992,-0.24075958,8.375720583
-3.319769413,-0.04747372,9.386232621
-2.763648694,0.301797219,10.21363174
-2.021024076,0.600203459,10.88843676
-1.278399457,0.735842659,11.23092574
-0.705323839,0.783316378,11.28179044
-0.274669379,0.946083418,11.02407596
0.15598508,1.112241438,10.51881994
0.647677179,1.173279078,9.579518481
0.966429298,1.135978298,8.318073923
1.156324178,1.139369278,6.676839607
1.051203798,1.237707698,4.747371991
0.952865378,1.224143778,2.580535775
0.891827738,1.108850458,0.291624279
0.674805019,1.000339098,-2.078670736
0.328925059,0.854526958,-4.384537131
-0.09494744,0.766361478,-6.442861987
-0.383180739,0.640895219,-8.443540183
-0.535774839,0.569684639,-10.30179722
-0.746015599,0.501865039,-11.80739234
-0.966429298,0.417090539,-12.92641573
-1.047812818,0.15937606,-13.67243133
-0.773143438,-0.1865039,-14.01152933
-0.308579179,-0.444218379,-13.96066463
-0.0339098,-0.695150899,-13.39437097
0.2373686,-1.010512038,-12.34994914
0.542556799,-1.363173957,-10.9833842
1.003730078,-1.692099017,-9.376059681
1.461512377,-1.953204476,-7.453374025
1.820956256,-2.231264836,-5.289928789
2.204136996,-2.505934215,-3.112919634
2.848423194,-2.678874195,-0.983384198
3.567310953,-2.706002035,1.149542218
4.187860292,-2.665310275,3.268904713
4.659206511,-2.773821634,5.20515429
5.23228213,-3.017972194,7.015937606
5.805357748,-3.095964734,8.484231943
6.171583588,-3.011190234,9.79315022
6.368260427,-2.855205154,10.92234656
6.297049847,-2.644964395,11.77687352
6.039335368,-2.370295015,12.36351306
5.690064429,-2.058324856,12.72973889
5.22550017,-1.783655476,12.91963377
4.520176331,-1.678535097,12.66870125
3.570701933,-1.634452357,12.0515429
2.495761275,-1.570023737,11.06137674
1.298745337,-1.498813157,9.75924042
0.04747372,-1.637843337,8.206171584
-1.271617497,-2.031197016,6.429298067
-2.604272635,-2.434723635,4.391319091
-3.821634452,-2.817904374,2.163445236
-4.79145473,-3.258731773,-0.2373686
-5.445913869,-3.719905053,-2.868769074
-5.920651068,-4.289589691,-5.418786029
-6.151237708,-4.659206511,-7.806035944
-6.158019668,-4.87283825,-9.97626314
-5.846049508,-5.01525941,-11.78365548
-5.15768057,-4.99152255,-13.25194981
-4.367582231,-4.706680231,-14.36080027
-3.431671753,-4.130213632,-14.90335707
-2.363513055,-3.374025093,-14.96100373
-1.057985758,-2.563580875,-14.53034927
0.315361139,-1.729399797,-13.61139369
1.461512377,-0.837572058,-12.26178366
2.383858935,-0.03730078,-10.508647
3.201085114,0.586639539,-8.579179383
4.001356392,0.905391658,-6.517463547
4.75415395,1.041030858,-4.326890471
5.15428959,0.888436758,-2.095625636
5.20515429,0.491692099,0.12885724
5.01525941,-0.20006782,2.261783655
4.87283825,-1.044421838,4.191251272
4.679552391,-2.024415056,5.981688708
4.435401831,-3.028145134,7.531366565
4.181078332,-4.028484232,8.782638182
3.875890132,-4.79484571,9.718548661
3.462190573,-5.405222109,10.46117328
3.034927094,-5.761275008,11.0003391
2.533062055,-5.730756189,11.22753476
2.139708376,-5.361139369,11.18345202
1.888775856,-4.621905731,10.87148186
1.712444897,-3.675822313,10.3899627
1.522550017,-2.699220075,9.711766701
1.373346897,-1.739572737,8.789420142
1.247880638,-0.779925398,7.578840285
1.125805358,0.328925059,6.229230248
1.129196338,1.203797898,4.723635131
1.213970838,1.804001356,2.970498474
1.275008477,2.255001695,1.003730078
1.407256697,2.444896575,-1.074940658
1.651407257,2.478806375,-3.207867074
2.014242116,2.271956595,-5.378094269
2.424550695,1.926076636,-7.439810105
2.845032214,1.529331977,-9.362495761
3.319769413,1.224143778,-10.91895558
3.726687013,0.905391658,-12.06510682
4.218379112,0.586639539,-12.85520515
4.459138691,0.362834859,-13.21804001
4.442183791,0.22380468,-13.14343845
4.225161072,0.21024076,-12.50932519
3.981010512,0.301797219,-11.48864022
3.563919973,0.356052899,-10.07799254
2.994235334,0.454391319,-8.273991183
2.305866395,0.515428959,-6.154628688
1.464903357,0.373007799,-3.838589352
0.583248559,0.14920312,-1.508986097
-0.464564259,-0.09494744,0.708714819
-1.614106477,-0.467955239,2.821295354
-2.760257714,-0.976602238,4.92031197
-3.675822313,-1.573414717,6.734486267
-4.445574771,-2.146490336,8.243472364
-5.07290607,-2.563580875,9.426924381
-5.476432689,-2.909460834,10.21702272
-5.588335029,-3.248558834,10.52899288
-5.452695829,-3.485927433,10.35944388
-4.97795863,-3.499491353,9.82366904
-4.364191251,-3.180739234,9.009833842
-3.662258393,-2.739911835,8.009494744
-2.919633774,-2.207527976,6.693794507
-1.980332316,-1.522550017,5.12377077
-1.047812818,-0.712105799,3.421498813
-0.15937606,-0.06103764,1.610715497
0.512037979,0.420481519,-0.328925059
1.051203798,0.807053238,-2.282129535
1.451339437,1.074940658,-4.123431672
1.719226857,1.180061038,-5.893523228
1.685317057,0.979993218,-7.490674805
1.295354357,0.447609359,-9.016615802
0.813835198,-0.362834859,-10.33570702
0.284842319,-1.291963377,-11.33265514
-0.288233299,-2.363513055,-11.91251272
-1.024075958,-3.624957613,-12.1871821
-1.756527636,-4.75754493,-12.25161072
-2.394031875,-5.679891489,-11.7802645
-2.800949474,-6.429298067,-10.86130892
-3.163784334,-6.897253306,-9.616819261
-3.445235673,-7.090539166,-8.043404544
-3.706341133,-6.961681926,-6.195320448
-3.848762292,-6.402170227,-4.065785012
-3.916581892,-5.442522889,-1.824347236
-3.899626992,-4.130213632,0.383180739
-3.696168193,-2.461851475,2.522889115
-3.448626653,-0.644286199,4.720244151
-3.065445914,1.234316718,6.836215666
-2.502543235,2.956934554,8.663953883
-1.912512716,4.621905731,10.1525941
-1.580196677,6.049508308,11.39708376
-1.363173957,7.185486606,12.26856562
-1.129196338,7.958630044,12.82807731
-0.857917938,8.453713123,13.02475415
-0.779925398,8.609698203,12.87894201
-0.732451679,8.429976263,12.36012208
-0.752797558,7.894201424,11.52933198
-0.746015599,7.076975246,10.3560529
-0.705323839,6.229230248,8.823329942
-0.817226178,5.313665649,7.192268566
-1.010512038,4.184469312,5.459477789
-1.234316718,3.011190234,3.587656833
-1.464903357,2.048151916,1.654798237